# Hytale Recipe Reference

> Generated 2026-05-27T03:53:09.173Z from `_Assets/Server/Item/Recipes/` (standalone) and `_Assets/Server/Item/Items/` (embedded `Recipe` blocks).

Each entry: `id | inputs → outputs | bench | time`. `(type)` after an ingredient means it accepts any item of that ResourceType (e.g. `Wood_Trunk(type)` matches any trunk wood). `bench=Type[Id,Categories]`.
- Armor_Bronze_Ornate_Head | 3×Ingredient_Bar_Bronze + 2×Wood_Trunk(type) + 2×Ingredient_Leather_Medium → 1×Armor_Bronze_Ornate_Head | bench=Crafting[TODO,Armor_Head] | 2s | knowledge-required
- Armor_Cloth_Cindercloth_Chest | 6×Ingredient_Bolt_Cindercloth + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Adamantite → 1×Armor_Cloth_Cindercloth_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Cloth_Cindercloth_Hands | 2×Ingredient_Bolt_Cindercloth + 1×Wood_Trunk(type) + 2×Ingredient_Bar_Adamantite → 1×Armor_Cloth_Cindercloth_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Cloth_Cindercloth_Head | 3×Ingredient_Bolt_Cindercloth + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Adamantite → 1×Armor_Cloth_Cindercloth_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Cloth_Cindercloth_Legs | 4×Ingredient_Bolt_Cindercloth + 2×Wood_Trunk(type) + 3×Ingredient_Bar_Adamantite → 1×Armor_Cloth_Cindercloth_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Cloth_Cotton_Chest | 6×Ingredient_Bolt_Cotton + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Thorium → 1×Armor_Cloth_Cotton_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Cloth_Cotton_Hands | 2×Ingredient_Bolt_Cotton + 1×Wood_Trunk(type) + 2×Ingredient_Bar_Thorium → 1×Armor_Cloth_Cotton_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Cloth_Cotton_Head | 3×Ingredient_Bolt_Cotton + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Thorium → 1×Armor_Cloth_Cotton_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Cloth_Cotton_Legs | 4×Ingredient_Bolt_Cotton + 2×Wood_Trunk(type) + 3×Ingredient_Bar_Thorium → 1×Armor_Cloth_Cotton_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Cloth_Linen_Chest | 6×Ingredient_Bolt_Linen + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Iron → 1×Armor_Cloth_Linen_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Cloth_Linen_Hands | 2×Ingredient_Bolt_Linen + 1×Wood_Trunk(type) + 2×Ingredient_Bar_Iron → 1×Armor_Cloth_Linen_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Cloth_Linen_Head | 3×Ingredient_Bolt_Linen + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Iron → 1×Armor_Cloth_Linen_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Cloth_Linen_Legs | 4×Ingredient_Bolt_Linen + 2×Wood_Trunk(type) + 3×Ingredient_Bar_Iron → 1×Armor_Cloth_Linen_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Cloth_Silk_Chest | 6×Ingredient_Bolt_Silk + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Cobalt → 1×Armor_Cloth_Silk_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Cloth_Silk_Hands | 2×Ingredient_Bolt_Silk + 1×Wood_Trunk(type) + 2×Ingredient_Bar_Cobalt → 1×Armor_Cloth_Silk_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Cloth_Silk_Head | 3×Ingredient_Bolt_Silk + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Cobalt → 1×Armor_Cloth_Silk_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Cloth_Silk_Legs | 4×Ingredient_Bolt_Silk + 2×Wood_Trunk(type) + 3×Ingredient_Bar_Cobalt → 1×Armor_Cloth_Silk_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Cloth_Wool_Chest | 6×Ingredient_Bolt_Wool + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Copper → 1×Armor_Cloth_Wool_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Cloth_Wool_Hands | 2×Ingredient_Bolt_Wool + 1×Wood_Trunk(type) + 2×Ingredient_Bar_Copper → 1×Armor_Cloth_Wool_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Cloth_Wool_Head | 3×Ingredient_Bolt_Wool + 2×Wood_Trunk(type) + 2×Ingredient_Bar_Copper → 1×Armor_Cloth_Wool_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Cloth_Wool_Legs | 4×Ingredient_Bolt_Wool + 2×Wood_Trunk(type) + 3×Ingredient_Bar_Copper → 1×Armor_Cloth_Wool_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Cobalt_Chest | 24×Ingredient_Bar_Cobalt + 7×Ingredient_Leather_Heavy + 7×Ingredient_Fabric_Scrap_Shadoweave → 1×Armor_Cobalt_Chest | bench=Crafting[Armor_Bench,Armor_Chest] | 3s
- Armor_Cobalt_Hands | 8×Ingredient_Bar_Cobalt + 3×Ingredient_Leather_Heavy + 3×Ingredient_Fabric_Scrap_Shadoweave → 1×Armor_Cobalt_Hands | bench=Crafting[Armor_Bench,Armor_Hands] | 3s
- Armor_Cobalt_Head | 12×Ingredient_Bar_Cobalt + 4×Ingredient_Leather_Heavy + 4×Ingredient_Fabric_Scrap_Shadoweave → 1×Armor_Cobalt_Head | bench=Crafting[Armor_Bench,Armor_Head] | 3s
- Armor_Cobalt_Legs | 18×Ingredient_Bar_Cobalt + 6×Ingredient_Leather_Heavy + 6×Ingredient_Fabric_Scrap_Shadoweave → 1×Armor_Cobalt_Legs | bench=Crafting[Armor_Bench,Armor_Legs] | 3s
- Armor_Copper_Chest | 11×Ingredient_Bar_Copper + 4×Ingredient_Fibre → 1×Armor_Copper_Chest | bench=Crafting[Armor_Bench,Armor_Chest] | 3s
- Armor_Copper_Hands | 5×Ingredient_Bar_Copper + 1×Ingredient_Fibre → 1×Armor_Copper_Hands | bench=Crafting[Armor_Bench,Armor_Hands] | 3s
- Armor_Copper_Head | 6×Ingredient_Bar_Copper + 2×Ingredient_Fibre → 1×Armor_Copper_Head | bench=Crafting[Armor_Bench,Armor_Head] | 3s
- Armor_Copper_Legs | 9×Ingredient_Bar_Copper + 3×Ingredient_Fibre → 1×Armor_Copper_Legs | bench=Crafting[Armor_Bench,Armor_Legs] | 3s
- Armor_Iron_Chest | 16×Ingredient_Bar_Iron + 7×Ingredient_Leather_Light + 6×Ingredient_Fabric_Scrap_Linen → 1×Armor_Iron_Chest | bench=Crafting[Armor_Bench,Armor_Chest] | 3s
- Armor_Iron_Hands | 7×Ingredient_Bar_Iron + 3×Ingredient_Leather_Light + 3×Ingredient_Fabric_Scrap_Linen → 1×Armor_Iron_Hands | bench=Crafting[Armor_Bench,Armor_Hands] | 3s
- Armor_Iron_Head | 9×Ingredient_Bar_Iron + 4×Ingredient_Leather_Light + 3×Ingredient_Fabric_Scrap_Linen → 1×Armor_Iron_Head | bench=Crafting[Armor_Bench,Armor_Head] | 3s
- Armor_Iron_Legs | 13×Ingredient_Bar_Iron + 6×Ingredient_Leather_Light + 4×Ingredient_Fabric_Scrap_Linen → 1×Armor_Iron_Legs | bench=Crafting[Armor_Bench,Armor_Legs] | 3s
- Armor_Leather_Heavy_Chest | 6×Ingredient_Leather_Heavy + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Heavy_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Leather_Heavy_Hands | 2×Ingredient_Leather_Heavy + 1×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Heavy_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Leather_Heavy_Head | 3×Ingredient_Leather_Heavy + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Heavy_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Leather_Heavy_Legs | 4×Ingredient_Leather_Heavy + 2×Wood_Trunk(type) + 3×Ingredient_Bolt_Wool → 1×Armor_Leather_Heavy_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Leather_Light_Chest | 6×Ingredient_Leather_Light + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Light_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Leather_Light_Hands | 2×Ingredient_Leather_Light + 1×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Light_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Leather_Light_Head | 3×Ingredient_Leather_Light + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Light_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Leather_Light_Legs | 4×Ingredient_Leather_Light + 2×Wood_Trunk(type) + 3×Ingredient_Bolt_Wool → 1×Armor_Leather_Light_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Leather_Medium_Chest | 6×Ingredient_Leather_Medium + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Medium_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Leather_Medium_Hands | 2×Ingredient_Leather_Medium + 1×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Medium_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Leather_Medium_Head | 3×Ingredient_Leather_Medium + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Medium_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Leather_Medium_Legs | 4×Ingredient_Leather_Medium + 2×Wood_Trunk(type) + 3×Ingredient_Bolt_Wool → 1×Armor_Leather_Medium_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Leather_Raven_Chest | 6×Ingredient_Leather_Heavy + 3×Ingredient_Feathers_Dark + 2×Ingredient_Bolt_Cotton → 1×Armor_Leather_Raven_Chest | bench=Crafting[TODO,Armor_Chest] | 2s | knowledge-required
- Armor_Leather_Raven_Hands | 2×Ingredient_Leather_Heavy + 1×Ingredient_Feathers_Dark + 1×Ingredient_Bolt_Cotton → 1×Armor_Leather_Raven_Hands | bench=Crafting[TODO,Armor_Hands] | 2s | knowledge-required
- Armor_Leather_Raven_Head | 3×Ingredient_Leather_Heavy + 2×Ingredient_Feathers_Dark + 2×Ingredient_Bolt_Cotton → 1×Armor_Leather_Raven_Head | bench=Crafting[TODO,Armor_Head] | 2s | knowledge-required
- Armor_Leather_Raven_Legs | 4×Ingredient_Leather_Heavy + 3×Ingredient_Feathers_Dark + 2×Ingredient_Bolt_Cotton → 1×Armor_Leather_Raven_Legs | bench=Crafting[TODO,Armor_Legs] | 2s | knowledge-required
- Armor_Leather_Soft_Chest | 6×Ingredient_Leather_Light + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Soft_Chest | bench=Crafting[TODO,Armor_Chest] | 2s
- Armor_Leather_Soft_Hands | 2×Ingredient_Leather_Light + 1×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Soft_Hands | bench=Crafting[TODO,Armor_Hands] | 2s
- Armor_Leather_Soft_Head | 3×Ingredient_Leather_Light + 2×Wood_Trunk(type) + 2×Ingredient_Bolt_Wool → 1×Armor_Leather_Soft_Head | bench=Crafting[TODO,Armor_Head] | 2s
- Armor_Leather_Soft_Legs | 4×Ingredient_Leather_Light + 2×Wood_Trunk(type) + 3×Ingredient_Bolt_Wool → 1×Armor_Leather_Soft_Legs | bench=Crafting[TODO,Armor_Legs] | 2s
- Armor_Mithril_Chest | 24×Ingredient_Bar_Mithril + 8×Ingredient_Leather_Storm + 80×Ingredient_Void_Essence → 1×Armor_Mithril_Chest | bench=Crafting[Armor_Bench,Armor_Chest] | 3s
- Armor_Mithril_Hands | 8×Ingredient_Bar_Mithril + 2×Ingredient_Leather_Storm + 20×Ingredient_Void_Essence → 1×Armor_Mithril_Hands | bench=Crafting[Armor_Bench,Armor_Hands] | 3s
- Armor_Mithril_Head | 12×Ingredient_Bar_Mithril + 4×Ingredient_Leather_Storm + 40×Ingredient_Void_Essence → 1×Armor_Mithril_Head | bench=Crafting[Armor_Bench,Armor_Head] | 3s
- Armor_Mithril_Legs | 18×Ingredient_Bar_Mithril + 6×Ingredient_Leather_Storm + 60×Ingredient_Void_Essence → 1×Armor_Mithril_Legs | bench=Crafting[Armor_Bench,Armor_Legs] | 3s
- Armor_Steel_Ancient_Chest | 6×Ingredient_Bar_Bronze + 2×Wood_Trunk(type) + 2×Ingredient_Leather_Light → 1×Armor_Steel_Ancient_Chest | bench=Crafting[TODO,Armor_Chest] | 2s | knowledge-required
- Armor_Steel_Ancient_Hands | 2×Ingredient_Bar_Bronze + 1×Wood_Trunk(type) + 2×Ingredient_Leather_Light → 1×Armor_Steel_Ancient_Hands | bench=Crafting[TODO,Armor_Hands] | 2s | knowledge-required
- Armor_Steel_Ancient_Head | 3×Ingredient_Bar_Bronze + 2×Wood_Trunk(type) + 2×Ingredient_Leather_Light → 1×Armor_Steel_Ancient_Head | bench=Crafting[TODO,Armor_Head] | 2s | knowledge-required
- Armor_Steel_Ancient_Legs | 4×Ingredient_Bar_Bronze + 2×Wood_Trunk(type) + 3×Ingredient_Leather_Light → 1×Armor_Steel_Ancient_Legs | bench=Crafting[TODO,Armor_Legs] | 2s | knowledge-required
- Armor_Thorium_Chest | 20×Ingredient_Bar_Thorium + 7×Ingredient_Leather_Medium + 7×Ingredient_Fabric_Scrap_Linen + 4×Ingredient_Sac_Venom → 1×Armor_Thorium_Chest | bench=Crafting[Armor_Bench,Armor_Chest] | 3s
- Armor_Thorium_Hands | 9×Ingredient_Bar_Thorium + 3×Ingredient_Leather_Medium + 3×Ingredient_Fabric_Scrap_Linen + 1×Ingredient_Sac_Venom → 1×Armor_Thorium_Hands | bench=Crafting[Armor_Bench,Armor_Hands] | 3s
- Armor_Thorium_Head | 11×Ingredient_Bar_Thorium + 4×Ingredient_Leather_Medium + 4×Ingredient_Fabric_Scrap_Linen + 2×Ingredient_Sac_Venom → 1×Armor_Thorium_Head | bench=Crafting[Armor_Bench,Armor_Head] | 3s
- Armor_Thorium_Legs | 15×Ingredient_Bar_Thorium + 6×Ingredient_Leather_Medium + 6×Ingredient_Fabric_Scrap_Linen + 3×Ingredient_Sac_Venom → 1×Armor_Thorium_Legs | bench=Crafting[Armor_Bench,Armor_Legs] | 3s
- Armor_Wood_Chest | 3×Ingredient_Fibre + 15×Wood_Trunk(type) → 1×Armor_Wood_Chest | bench=— | —
- Armor_Wood_Hands | 2×Wood_Trunk(type) + 2×Ingredient_Fibre → 1×Armor_Wood_Hands | bench=— | —
- Armor_Wood_Head | 3×Wood_Trunk(type) + 3×Ingredient_Fibre → 1×Armor_Wood_Head | bench=— | —
- Armor_Wood_Legs | 3×Wood_Trunk(type) + 5×Ingredient_Fibre → 1×Armor_Wood_Legs | bench=— | —
- Bandage_Crude | 6×Ingredient_Fibre + 3×Ingredient_Tree_Sap → 1×Bandage_Crude | bench=— | —
- Bandage_Potion_Test | 6×Ingredient_Fibre + 3×Ingredient_Tree_Sap → 1×Bandage_Potion_Test | bench=— | —
- Bench_Alchemy | 20×Rock(type) + 5×Ingredient_Bar_Gold + 10×Ingredient_Sac_Venom + 10×Ingredient_Bone_Fragment → 1×Bench_Alchemy | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Arcane | 10×Ingredient_Bar_Thorium + 30×Ingredient_Fabric_Scrap_Linen + 20×Ingredient_Void_Essence → 1×Bench_Arcane | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Armour | 2×Ingredient_Bar_Copper + 10×Wood_Trunk(type) + 5×Rock(type) → 1×Bench_Armour | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Builders | 6×Wood_Trunk(type) + 3×Rock(type) → 1×Bench_Builders | bench=Crafting[Fieldcraft,Tools] or Crafting[Workbench,Workbench_Crafting] | —
- Bench_Campfire | 4×Ingredient_Stick + 2×Rubble(type) → 1×Bench_Campfire | bench=Crafting[Fieldcraft,Tools] or Crafting[Workbench,Workbench_Survival] | —
- Bench_Cooking | 2×Ingredient_Bar_Copper + 10×Wood_Trunk(type) + 5×Rock(type) → 1×Bench_Cooking | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Farming | 6×Wood_Trunk(type) + 20×Ingredient_Fibre → 1×Bench_Farming | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Furnace | 6×Wood_Trunk(type) + 6×Rock(type) → 1×Bench_Furnace | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Furniture | 6×Wood_Trunk(type) + 4×Rock(type) → 1×Bench_Furniture | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Loom | 5×Wood_Trunk(type) + 3×Ingredient_Fabric_Scrap_Cotton → 1×Bench_Loom | bench=— | —
- Bench_Lumbermill | 1×Wood_Trunk(type) + 2×Rubble(type) + 2×Ingredient_Fibre + 2×Ingredient_Stick → 1×Bench_Lumbermill | bench=Crafting[Furniture_Bench,Furniture_Misc] | —
- Bench_Salvage | 6×Ingredient_Bar_Iron + 5×Wood_Trunk(type) + 5×Rock(type) → 1×Bench_Salvage | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Tannery | 6×Wood_Trunk(type) + 3×Rock(type) + 3×Ingredient_Hide_Light → 1×Bench_Tannery | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_Weapon | 2×Ingredient_Bar_Copper + 10×Wood_Trunk(type) + 5×Rock(type) → 1×Bench_Weapon | bench=Crafting[Workbench,Workbench_Crafting] | 3s
- Bench_WorkBench | 4×Wood_Trunk(type) + 3×Rock(type) → 1×Bench_WorkBench | bench=Crafting[Fieldcraft,Tools] | —
- Cloth_Block_Wool_Black | 1×Plant_Petals_Black + 1×Cloth_Block_Wool_White → 1×Cloth_Block_Wool_Black | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Black_Half | 1×Cloth_Block_Wool_Black → 1×Cloth_Block_Wool_Black_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Black_Stairs | 1×Cloth_Block_Wool_Black → 1×Cloth_Block_Wool_Black_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Blue | 1×Plant_Petals_Blue + 1×Cloth_Block_Wool_White → 1×Cloth_Block_Wool_Blue | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Blue_Half | 1×Cloth_Block_Wool_Blue → 1×Cloth_Block_Wool_Blue_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Blue_Light | 1×Cloth_Block_Wool_Blue + 1×Plant_Petals_White → 1×Cloth_Block_Wool_Blue_Light | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Blue_Light_Half | 1×Cloth_Block_Wool_Blue_Light → 1×Cloth_Block_Wool_Blue_Light_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Blue_Light_Stairs | 1×Cloth_Block_Wool_Blue_Light → 1×Cloth_Block_Wool_Blue_Light_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Blue_Stairs | 1×Cloth_Block_Wool_Blue → 1×Cloth_Block_Wool_Blue_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Cyan | 1×Plant_Petals_Cyan + 1×Cloth_Block_Wool_White → 1×Cloth_Block_Wool_Cyan | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Cyan_Half | 1×Cloth_Block_Wool_Cyan → 1×Cloth_Block_Wool_Cyan_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Cyan_Light | 1×Cloth_Block_Wool_Cyan + 1×Plant_Petals_White → 1×Cloth_Block_Wool_Cyan_Light | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Cyan_Light_Half | 1×Cloth_Block_Wool_Cyan_Light → 1×Cloth_Block_Wool_Cyan_Light_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Cyan_Light_Stairs | 1×Cloth_Block_Wool_Cyan_Light → 1×Cloth_Block_Wool_Cyan_Light_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Cyan_Stairs | 1×Cloth_Block_Wool_Cyan → 1×Cloth_Block_Wool_Cyan_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Gray | 1×Cloth_Block_Wool_Black + 1×Plant_Petals_White → 1×Cloth_Block_Wool_Gray | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Gray_Half | 1×Cloth_Block_Wool_Gray → 1×Cloth_Block_Wool_Gray_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Gray_Light | 1×Cloth_Block_Wool_Gray + 1×Plant_Petals_White → 1×Cloth_Block_Wool_Gray_Light | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Gray_Light_Half | 1×Cloth_Block_Wool_Gray_Light → 1×Cloth_Block_Wool_Gray_Light_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Gray_Light_Stairs | 1×Cloth_Block_Wool_Gray_Light → 1×Cloth_Block_Wool_Gray_Light_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Gray_Stairs | 1×Cloth_Block_Wool_Gray → 1×Cloth_Block_Wool_Gray_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Green | 1×Plant_Petals_Green + 1×Cloth_Block_Wool_White → 1×Cloth_Block_Wool_Green | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Green_Half | 1×Cloth_Block_Wool_Green → 1×Cloth_Block_Wool_Green_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Green_Light | 1×Cloth_Block_Wool_Green + 1×Plant_Petals_White → 1×Cloth_Block_Wool_Green_Light | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Green_Light_Half | 1×Cloth_Block_Wool_Green_Light → 1×Cloth_Block_Wool_Green_Light_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Green_Light_Stairs | 1×Cloth_Block_Wool_Green_Light → 1×Cloth_Block_Wool_Green_Light_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Green_Stairs | 1×Cloth_Block_Wool_Green → 1×Cloth_Block_Wool_Green_Stairs | bench=StructuralCrafting[Builders,Stairs] | 0s
- Cloth_Block_Wool_Orange | 1×Plant_Petals_Orange + 1×Cloth_Block_Wool_White → 1×Cloth_Block_Wool_Orange | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Orange_Half | 1×Cloth_Block_Wool_Orange → 1×Cloth_Block_Wool_Orange_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
- Cloth_Block_Wool_Orange_Light | 1×Cloth_Block_Wool_Orange + 1×Plant_Petals_White → 1×Cloth_Block_Wool_Orange_Light | bench=Crafting[Furniture_Bench,Furniture_Textiles] | —
- Cloth_Block_Wool_Orange_Light_Half | 1×Cloth_Block_Wool_Orange_Light → 1×Cloth_Block_Wool_Orange_Light_Half | bench=StructuralCrafting[Builders,HalfSlab] | 0s
